ID,Marital Status,Gender,Income,Children,Education,Occupation,Home Owner,Cars,Commute Distance,Region,Age,Age Brackets,Purchased Bike
25502,Married,Female,40000,1,Bachelors,Skilled Manual,Yes,0,0-1 Miles,Europe,43,Middle Age,Yes
25512,Single,Male,20000,0,High School,Manual,No,1,2-5 Miles,Europe,30,Adolescent,No
25529,Single,Male,10000,1,Graduate Degree,Manual,Yes,0,0-1 Miles,Europe,44,Middle Age,No
25553,Married,Male,30000,1,Bachelors,Clerical,Yes,0,0-1 Miles,Europe,65,Old,Yes
25555,Married,Female,10000,0,Partial College,Manual,No,1,0-1 Miles,Pacific,26,Adolescent,Yes
25559,Single,Male,20000,0,Bachelors,Clerical,Yes,0,0-1 Miles,Pacific,25,Adolescent,Yes
25597,Single,Male,30000,0,Bachelors,Clerical,No,0,0-1 Miles,Europe,36,Middle Age,Yes
25598,Married,Female,40000,0,Graduate Degree,Clerical,Yes,0,0-1 Miles,Europe,36,Middle Age,Yes
25605,Single,Female,20000,2,Partial College,Manual,No,1,0-1 Miles,Europe,54,Middle Age,Yes
25649,Single,Female,30000,3,Partial College,Clerical,Yes,0,0-1 Miles,Europe,42,Middle Age,Yes
25651,Married,Male,40000,1,Bachelors,Skilled Manual,No,0,0-1 Miles,Europe,43,Middle Age,Yes
25665,Single,Female,20000,0,High School,Manual,No,1,1-2 Miles,Europe,28,Adolescent,No
25681,Single,Female,30000,0,Partial College,Clerical,No,1,2-5 Miles,Europe,31,Middle Age,Yes
25693,Single,Female,30000,5,Graduate Degree,Clerical,Yes,0,0-1 Miles,Europe,44,Middle Age,Yes
25752,Single,Female,20000,2,Partial College,Manual,No,1,0-1 Miles,Europe,53,Middle Age,Yes
25792,Single,Female,110000,3,Bachelors,Management,Yes,4,Over 10 Miles,Europe,53,Middle Age,No
25872,Single,Female,70000,2,Bachelors,Management,No,1,2-5 Miles,North America,58,Old,Yes
25886,Married,Female,60000,2,Partial College,Professional,Yes,2,2-5 Miles,North America,56,Old,Yes
25898,Married,Female,70000,2,High School,Professional,Yes,2,2-5 Miles,North America,53,Middle Age,No
25899,Married,Female,70000,2,High School,Professional,Yes,2,Over 10 Miles,North America,53,Middle Age,No
25906,Single,Female,10000,5,High School,Skilled Manual,No,2,1-2 Miles,Pacific,62,Old,No
25908,Married,Female,60000,0,Partial College,Skilled Manual,No,1,1-2 Miles,North America,27,Adolescent,No
25909,Married,Male,60000,0,Partial College,Skilled Manual,Yes,1,5-10 Miles,North America,27,Adolescent,Yes
25918,Single,Female,30000,2,Partial College,Clerical,No,2,5-10 Miles,Pacific,60,Old,Yes
25923,Single,Male,10000,2,Partial High School,Clerical,Yes,2,5-10 Miles,Pacific,58,Old,No
25940,Single,Male,20000,2,Partial High School,Clerical,Yes,2,5-10 Miles,Pacific,55,Middle Age,Yes
25943,Single,Female,70000,0,Partial College,Skilled Manual,No,2,0-1 Miles,North America,27,Adolescent,Yes
25954,Married,Male,60000,0,Partial College,Skilled Manual,No,2,1-2 Miles,North America,31,Middle Age,No
25970,Single,Female,60000,4,Bachelors,Skilled Manual,No,2,0-1 Miles,North America,41,Middle Age,Yes
25983,Married,Male,70000,0,Bachelors,Professional,No,1,0-1 Miles,North America,43,Middle Age,No
26012,Married,Male,80000,1,Partial College,Skilled Manual,Yes,1,2-5 Miles,North America,48,Middle Age,Yes
26032,Married,Female,70000,5,Bachelors,Professional,Yes,4,Over 10 Miles,Pacific,41,Middle Age,No
26065,Single,Female,110000,3,Bachelors,Management,No,4,1-2 Miles,North America,42,Middle Age,No
26139,Single,Male,60000,1,Partial College,Skilled Manual,Yes,1,5-10 Miles,Pacific,45,Middle Age,No
26150,Single,Female,70000,0,Bachelors,Professional,No,1,0-1 Miles,Pacific,41,Middle Age,Yes
26154,Married,Male,60000,1,Partial College,Skilled Manual,Yes,1,5-10 Miles,Pacific,43,Middle Age,Yes
26167,Single,Female,40000,2,Bachelors,Management,No,1,5-10 Miles,Pacific,53,Middle Age,Yes
26219,Married,Female,40000,1,Bachelors,Skilled Manual,Yes,1,1-2 Miles,Europe,33,Middle Age,Yes
26236,Married,Female,40000,3,Partial College,Clerical,Yes,1,0-1 Miles,North America,31,Middle Age,No
26238,Single,Female,40000,3,Partial College,Clerical,Yes,1,1-2 Miles,North America,31,Middle Age,Yes
26248,Married,Male,20000,3,Partial High School,Clerical,No,2,0-1 Miles,North America,52,Middle Age,No
26270,Single,Female,20000,2,Partial High School,Clerical,Yes,2,1-2 Miles,North America,49,Middle Age,No
26298,Married,Female,50000,1,Bachelors,Skilled Manual,Yes,0,2-5 Miles,North America,34,Middle Age,Yes
26305,Single,Female,60000,2,Bachelors,Skilled Manual,No,0,0-1 Miles,North America,36,Middle Age,Yes
26327,Married,Male,70000,4,Graduate Degree,Professional,Yes,0,2-5 Miles,North America,36,Middle Age,Yes
26341,Married,Female,70000,5,Graduate Degree,Professional,Yes,2,0-1 Miles,North America,37,Middle Age,No
26354,Single,Male,40000,0,Graduate Degree,Clerical,No,0,0-1 Miles,Europe,38,Middle Age,Yes
26385,Single,Male,120000,3,High School,Professional,No,4,5-10 Miles,Europe,50,Middle Age,No
26412,Married,Female,80000,5,High School,Management,No,3,5-10 Miles,Europe,56,Old,No
26415,Married,Female,90000,4,Partial High School,Skilled Manual,Yes,4,Over 10 Miles,Europe,58,Old,No
26452,Single,Male,50000,3,Graduate Degree,Management,Yes,2,Over 10 Miles,North America,69,Old,No
26490,Single,Male,70000,2,Bachelors,Management,No,1,2-5 Miles,North America,59,Old,Yes
26495,Single,Female,40000,2,High School,Professional,Yes,2,Over 10 Miles,North America,57,Old,No
26547,Single,Female,30000,2,Partial College,Clerical,No,2,5-10 Miles,Pacific,60,Old,Yes
26575,Single,Female,40000,0,High School,Skilled Manual,No,2,1-2 Miles,North America,31,Middle Age,Yes
26576,Married,Female,60000,0,Partial College,Skilled Manual,Yes,2,5-10 Miles,North America,31,Middle Age,No
26582,Married,Male,60000,0,Partial College,Skilled Manual,Yes,2,5-10 Miles,North America,33,Middle Age,Yes
26597,Single,Female,60000,4,Bachelors,Skilled Manual,No,2,0-1 Miles,North America,42,Middle Age,No
26625,Single,Female,60000,0,Graduate Degree,Professional,Yes,1,2-5 Miles,North America,38,Middle Age,Yes
26651,Single,Male,80000,4,Graduate Degree,Management,Yes,0,0-1 Miles,Pacific,36,Middle Age,Yes
26654,Married,Female,90000,1,Graduate Degree,Management,Yes,0,0-1 Miles,Pacific,37,Middle Age,Yes
26663,Single,Female,60000,2,Bachelors,Professional,No,1,0-1 Miles,Pacific,39,Middle Age,Yes
26678,Single,Female,80000,2,Partial High School,Skilled Manual,Yes,2,5-10 Miles,North America,49,Middle Age,No
26693,Married,Male,70000,3,Partial College,Professional,Yes,1,5-10 Miles,North America,49,Middle Age,No
26728,Single,Male,70000,3,Graduate Degree,Management,No,2,1-2 Miles,North America,53,Middle Age,Yes
26757,Single,Male,90000,1,Bachelors,Professional,Yes,1,2-5 Miles,Pacific,47,Middle Age,Yes
26765,Single,Female,70000,5,Partial College,Skilled Manual,Yes,2,5-10 Miles,Pacific,45,Middle Age,No
26778,Single,Female,40000,0,High School,Skilled Manual,Yes,2,5-10 Miles,North America,31,Middle Age,No
26796,Single,Male,40000,2,Bachelors,Management,Yes,2,5-10 Miles,Pacific,65,Old,Yes
26818,Single,Male,10000,3,High School,Manual,Yes,1,0-1 Miles,Europe,39,Middle Age,Yes
26829,Married,Female,40000,0,Bachelors,Clerical,Yes,0,0-1 Miles,Europe,38,Middle Age,Yes
26849,Married,Male,10000,3,Partial High School,Manual,Yes,2,0-1 Miles,Europe,43,Middle Age,No
26852,Married,Female,20000,3,High School,Manual,Yes,2,0-1 Miles,Europe,43,Middle Age,No
26863,Single,Male,20000,0,High School,Manual,No,1,2-5 Miles,Europe,28,Adolescent,No
26879,Single,Female,20000,0,High School,Manual,No,1,2-5 Miles,Europe,30,Adolescent,No
26886,Single,Female,30000,0,Partial College,Clerical,No,1,0-1 Miles,Europe,29,Adolescent,Yes
26928,Single,Male,30000,1,Bachelors,Clerical,Yes,0,0-1 Miles,Europe,62,Old,Yes
26941,Married,Male,30000,0,Bachelors,Clerical,Yes,0,0-1 Miles,Europe,47,Middle Age,Yes
26944,Single,Male,90000,2,High School,Manual,Yes,0,0-1 Miles,Europe,36,Middle Age,Yes
26956,Single,Female,20000,0,Partial College,Manual,No,1,2-5 Miles,Europe,36,Middle Age,Yes
26984,Married,Male,40000,1,Bachelors,Skilled Manual,Yes,1,0-1 Miles,Europe,32,Middle Age,Yes
27040,Married,Male,20000,2,Partial High School,Clerical,Yes,2,1-2 Miles,North America,49,Middle Age,No
27074,Married,Female,70000,1,Graduate Degree,Skilled Manual,Yes,0,0-1 Miles,North America,35,Middle Age,Yes
27090,Married,Female,60000,1,Graduate Degree,Professional,Yes,0,2-5 Miles,North America,37,Middle Age,Yes
27165,Single,Male,20000,0,Partial High School,Manual,No,2,0-1 Miles,Europe,34,Middle Age,No
27169,Single,Male,30000,0,High School,Manual,Yes,1,2-5 Miles,Europe,34,Middle Age,Yes
27183,Single,Male,40000,2,Partial College,Clerical,Yes,1,1-2 Miles,Europe,35,Middle Age,Yes
27184,Single,Male,40000,2,Partial College,Clerical,No,1,0-1 Miles,Europe,34,Middle Age,No
27190,Married,Female,40000,3,Partial College,Clerical,Yes,1,1-2 Miles,North America,32,Middle Age,No
27198,Single,Female,80000,0,Graduate Degree,Skilled Manual,No,0,0-1 Miles,North America,40,Middle Age,No
27218,Married,Female,20000,2,Partial High School,Clerical,No,0,0-1 Miles,North America,48,Middle Age,No
27261,Married,Male,40000,1,Bachelors,Skilled Manual,No,1,0-1 Miles,North America,36,Middle Age,Yes
27273,Single,Male,70000,3,Graduate Degree,Professional,No,0,0-1 Miles,North America,35,Middle Age,Yes
27279,Single,Female,70000,2,Bachelors,Skilled Manual,Yes,0,2-5 Miles,North America,38,Middle Age,Yes
27304,Single,Female,110000,2,Partial College,Professional,No,3,5-10 Miles,Europe,48,Middle Age,No
27388,Married,Male,60000,3,Bachelors,Management,No,2,1-2 Miles,North America,66,Old,No
27393,Married,Female,50000,4,Bachelors,Management,Yes,2,Over 10 Miles,North America,63,Old,No
27434,Single,Male,70000,4,Partial College,Professional,Yes,1,Over 10 Miles,North America,56,Old,No
27441,Married,Male,60000,3,High School,Professional,No,2,2-5 Miles,North America,53,Middle Age,No
27494,Single,Female,40000,2,Partial College,Skilled Manual,No,2,1-2 Miles,Pacific,53,Middle Age,Yes
27505,Single,Female,40000,0,High School,Skilled Manual,Yes,2,5-10 Miles,North America,30,Adolescent,No
27540,Single,Female,70000,0,Bachelors,Professional,No,1,0-1 Miles,North America,37,Middle Age,Yes
27582,Single,Female,90000,2,Bachelors,Professional,No,0,0-1 Miles,Pacific,36,Middle Age,Yes
27585,Married,Female,90000,2,Bachelors,Professional,No,0,0-1 Miles,Pacific,36,Middle Age,Yes
27637,Single,Female,100000,1,Partial College,Professional,No,3,1-2 Miles,North America,44,Middle Age,No
27638,Single,Male,100000,1,Partial College,Professional,No,3,1-2 Miles,North America,44,Middle Age,No
27643,Single,Male,70000,5,Partial College,Professional,Yes,3,2-5 Miles,North America,44,Middle Age,No
27650,Married,Male,70000,4,High School,Professional,Yes,0,5-10 Miles,North America,51,Middle Age,No
27660,Married,Male,80000,4,Graduate Degree,Management,Yes,2,5-10 Miles,North America,70,Old,No
27673,Single,Female,60000,3,Graduate Degree,Management,Yes,2,5-10 Miles,North America,53,Middle Age,Yes
27696,Married,Male,60000,1,Bachelors,Professional,Yes,1,5-10 Miles,Pacific,43,Middle Age,Yes
27731,Married,Male,40000,0,High School,Skilled Manual,Yes,2,5-10 Miles,North America,27,Adolescent,No
27740,Married,Female,40000,0,High School,Skilled Manual,Yes,2,5-10 Miles,North America,27,Adolescent,No
27745,Single,Male,40000,2,Bachelors,Management,Yes,2,5-10 Miles,Pacific,63,Old,Yes
27753,Married,Male,40000,0,High School,Skilled Manual,No,2,1-2 Miles,North America,30,Adolescent,No
27756,Single,Female,50000,3,Bachelors,Skilled Manual,No,1,0-1 Miles,North America,40,Middle Age,No
27760,Single,Female,40000,0,Graduate Degree,Clerical,No,0,0-1 Miles,Europe,37,Middle Age,Yes
27771,Single,Male,30000,1,Bachelors,Clerical,Yes,1,1-2 Miles,Europe,39,Middle Age,Yes
27775,Single,Female,40000,0,Bachelors,Clerical,No,0,0-1 Miles,Europe,38,Middle Age,Yes
27803,Single,Female,30000,2,Partial College,Clerical,No,0,0-1 Miles,Europe,43,Middle Age,No
27814,Single,Female,30000,3,Partial College,Clerical,No,1,0-1 Miles,Europe,26,Adolescent,No
27824,Single,Female,30000,3,Partial College,Clerical,Yes,2,0-1 Miles,Europe,28,Adolescent,Yes
27832,Single,Female,30000,0,Partial College,Clerical,No,1,2-5 Miles,Europe,30,Adolescent,No
27835,Married,Male,20000,0,Partial High School,Manual,Yes,2,0-1 Miles,Europe,32,Middle Age,No
27878,Single,Male,20000,0,Partial College,Manual,No,0,0-1 Miles,Pacific,28,Adolescent,Yes
27941,Married,Female,80000,4,Partial College,Professional,Yes,2,2-5 Miles,Europe,53,Middle Age,No
27951,Single,Male,80000,4,Partial College,Professional,No,2,2-5 Miles,Europe,54,Middle Age,Yes
27969,Married,Male,80000,0,Bachelors,Professional,Yes,2,Over 10 Miles,Pacific,29,Adolescent,Yes
27974,Single,Male,160000,2,High School,Management,Yes,4,0-1 Miles,Pacific,33,Middle Age,Yes
27994,Married,Female,40000,4,High School,Professional,Yes,2,5-10 Miles,North America,69,Old,No
28004,Married,Female,60000,3,Bachelors,Management,Yes,2,Over 10 Miles,North America,66,Old,No
28026,Married,Female,40000,2,High School,Professional,No,2,2-5 Miles,North America,59,Old,No
28031,Single,Female,70000,2,Bachelors,Management,No,1,2-5 Miles,North America,59,Old,Yes
28043,Married,Female,60000,2,Bachelors,Management,Yes,0,Over 10 Miles,North America,56,Old,No
28052,Married,Male,60000,2,High School,Professional,Yes,2,Over 10 Miles,North America,55,Middle Age,No
28056,Married,Male,70000,2,Partial High School,Skilled Manual,Yes,2,Over 10 Miles,North America,53,Middle Age,No
28066,Married,Male,80000,2,Graduate Degree,Professional,Yes,0,0-1 Miles,North America,37,Middle Age,Yes
28068,Single,Female,80000,3,Graduate Degree,Professional,No,0,0-1 Miles,North America,36,Middle Age,Yes
28087,Single,Female,40000,0,Partial College,Skilled Manual,No,1,1-2 Miles,North America,27,Adolescent,No
28090,Married,Male,40000,0,Partial College,Skilled Manual,Yes,1,5-10 Miles,North America,27,Adolescent,No
28102,Married,Male,20000,4,High School,Skilled Manual,Yes,2,5-10 Miles,Pacific,58,Old,Yes
28192,Married,Female,70000,5,Graduate Degree,Professional,Yes,3,Over 10 Miles,North America,46,Middle Age,No
28207,Married,Male,80000,4,Graduate Degree,Management,Yes,1,0-1 Miles,Pacific,36,Middle Age,Yes
28228,Single,Female,80000,2,Partial High School,Skilled Manual,No,2,1-2 Miles,North America,50,Middle Age,No
28269,Single,Female,130000,1,Bachelors,Management,No,1,2-5 Miles,North America,45,Middle Age,No
28278,Married,Male,50000,2,Graduate Degree,Management,Yes,2,5-10 Miles,North America,71,Old,No
28319,Single,Female,60000,1,Partial College,Skilled Manual,No,1,0-1 Miles,Pacific,46,Middle Age,Yes
28323,Single,Male,70000,0,Bachelors,Professional,No,2,5-10 Miles,Pacific,43,Middle Age,Yes
28379,Married,Male,30000,1,Bachelors,Skilled Manual,Yes,2,0-1 Miles,Europe,40,Middle Age,No
28380,Single,Female,10000,5,Partial High School,Manual,No,2,0-1 Miles,Europe,41,Middle Age,No
28395,Single,Male,40000,0,Bachelors,Professional,No,0,0-1 Miles,Europe,39,Middle Age,Yes
28412,Single,Male,20000,0,High School,Manual,No,1,2-5 Miles,Europe,29,Adolescent,No
28436,Single,Male,30000,0,Partial College,Clerical,No,1,0-1 Miles,Europe,30,Adolescent,Yes
28468,Married,Female,10000,2,Partial College,Manual,Yes,0,1-2 Miles,Europe,51,Middle Age,No
28488,Single,Male,20000,0,Partial College,Manual,Yes,0,0-1 Miles,Pacific,28,Adolescent,Yes
28521,Single,Male,40000,0,Graduate Degree,Clerical,No,0,0-1 Miles,Europe,36,Middle Age,Yes
28564,Single,Female,40000,2,Partial College,Clerical,Yes,0,1-2 Miles,Europe,33,Middle Age,Yes
28580,Married,Female,80000,0,Graduate Degree,Skilled Manual,Yes,0,1-2 Miles,North America,40,Middle Age,Yes
28609,Married,Male,30000,2,High School,Skilled Manual,No,2,0-1 Miles,North America,49,Middle Age,No
28625,Single,Male,40000,2,Partial College,Clerical,No,1,1-2 Miles,North America,47,Middle Age,Yes
28657,Single,Male,60000,2,Bachelors,Skilled Manual,Yes,0,2-5 Miles,North America,36,Middle Age,Yes
28667,Single,Male,70000,2,Bachelors,Skilled Manual,No,1,0-1 Miles,North America,37,Middle Age,Yes
28672,Single,Male,70000,4,Graduate Degree,Professional,Yes,0,2-5 Miles,North America,35,Middle Age,Yes
28683,Single,Female,10000,1,High School,Manual,No,1,5-10 Miles,Europe,35,Middle Age,Yes
28729,Single,Female,20000,0,Partial High School,Manual,Yes,2,1-2 Miles,Europe,26,Adolescent,Yes
28758,Married,Male,40000,2,Partial College,Clerical,Yes,1,1-2 Miles,Europe,35,Middle Age,Yes
28799,Single,Female,40000,2,Partial College,Clerical,No,1,1-2 Miles,North America,47,Middle Age,Yes
28815,Married,Female,50000,1,Graduate Degree,Skilled Manual,Yes,0,0-1 Miles,North America,35,Middle Age,No
28858,Single,Male,80000,3,Bachelors,Skilled Manual,Yes,0,2-5 Miles,North America,40,Middle Age,No
28906,Married,Male,80000,4,High School,Professional,Yes,2,Over 10 Miles,Europe,54,Middle Age,No
28915,Single,Male,80000,5,High School,Management,Yes,3,Over 10 Miles,Europe,57,Old,No
28918,Married,Female,130000,4,High School,Management,No,4,Over 10 Miles,Europe,58,Old,No
28957,Single,Female,120000,0,Partial High School,Professional,Yes,4,Over 10 Miles,Pacific,34,Middle Age,Yes
28972,Single,Female,60000,3,Graduate Degree,Management,Yes,2,Over 10 Miles,North America,66,Old,No
28997,Single,Male,40000,2,High School,Professional,No,1,2-5 Miles,North America,58,Old,Yes
29030,Married,Male,70000,2,Partial High School,Skilled Manual,Yes,2,Over 10 Miles,North America,54,Middle Age,No
29037,Married,Male,60000,0,Graduate Degree,Professional,No,0,0-1 Miles,North America,39,Middle Age,No
29048,Single,Male,110000,2,Bachelors,Management,No,3,0-1 Miles,North America,37,Middle Age,Yes
29052,Single,Male,40000,0,Partial College,Skilled Manual,Yes,1,5-10 Miles,North America,27,Adolescent,No
29094,Married,Male,30000,3,High School,Skilled Manual,Yes,2,5-10 Miles,Pacific,54,Middle Age,Yes
29097,Single,Female,40000,2,Partial College,Skilled Manual,Yes,2,5-10 Miles,Pacific,52,Middle Age,Yes
29106,Single,Male,40000,0,High School,Skilled Manual,No,2,1-2 Miles,North America,31,Middle Age,Yes
29112,Single,Male,60000,0,Partial College,Professional,No,2,1-2 Miles,North America,30,Adolescent,No
29117,Single,Male,100000,1,Bachelors,Management,No,3,0-1 Miles,Pacific,48,Middle Age,No
29120,Single,Female,100000,1,Bachelors,Management,Yes,4,2-5 Miles,Pacific,48,Middle Age,No
29132,Single,Female,40000,0,Bachelors,Professional,Yes,1,2-5 Miles,North America,42,Middle Age,Yes
29133,Single,Female,60000,4,Bachelors,Skilled Manual,No,2,0-1 Miles,North America,42,Middle Age,No
29134,Married,Male,60000,4,Bachelors,Skilled Manual,No,3,Over 10 Miles,North America,42,Middle Age,No
29143,Single,Female,60000,1,Bachelors,Professional,No,1,0-1 Miles,North America,44,Middle Age,Yes
29181,Single,Female,60000,2,Bachelors,Professional,No,1,0-1 Miles,Pacific,38,Middle Age,Yes
29191,Single,Female,130000,1,Graduate Degree,Management,No,1,0-1 Miles,Pacific,36,Middle Age,Yes
29231,Single,Male,80000,4,Partial College,Professional,No,2,0-1 Miles,North America,43,Middle Age,No
29237,Single,Female,120000,4,Partial College,Professional,Yes,3,5-10 Miles,North America,43,Middle Age,Yes
29243,Single,Male,110000,1,Bachelors,Management,Yes,1,5-10 Miles,North America,43,Middle Age,No
29255,Single,Male,80000,3,Partial College,Professional,No,1,1-2 Miles,North America,51,Middle Age,Yes
29298,Single,Female,60000,1,Partial College,Skilled Manual,Yes,1,5-10 Miles,Pacific,46,Middle Age,Yes
29301,Married,Male,80000,5,Bachelors,Professional,Yes,4,1-2 Miles,Pacific,40,Middle Age,No
29337,Single,Male,30000,2,Partial College,Clerical,Yes,2,5-10 Miles,Pacific,68,Old,No
29355,Married,Female,40000,0,Graduate Degree,Clerical,Yes,0,0-1 Miles,Europe,37,Middle Age,Yes
29380,Married,Female,20000,3,High School,Manual,Yes,0,0-1 Miles,Europe,41,Middle Age,Yes
29424,Married,Male,10000,0,Partial High School,Manual,Yes,2,0-1 Miles,Europe,32,Middle Age,No
29447,Single,Female,10000,2,Bachelors,Clerical,No,1,2-5 Miles,Europe,68,Old,No
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
